ID,Population,Service Area,Unlinked Passenger Miles,Passenger Trips,Total Federal Funding,Total State Funding,Total Local Funding,Name,State,FTA Region,Primary UZA Name,Primary UZA Code,Agency Type,Operating,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for operating expenses and,Program Description,Program Type,Spent on Operating - ARRA Other than Urbanized Area Formula fund,Program Description,Program Type,Spent on Operating - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Operating - FTA Special Needs of Elderly Individuals an,Program Description,Program Type,Spent on Operating - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Operating - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Operating - FTA Job Access and Reverse Commute Formula,Program Description,Program Type,Spent on Operating - FTA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Operating - FTA Alternative Transportation in Parks and,Program Description,Program Type,Spent on Operating - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for operating expenses and prov,Program Description,Program Type,Spent on Operating - Other Federal funds,Program Description,Program Type,Spent on Operating - Other FTA funds,Program Description,Program Type,Capital,Other Fund Amt,Program Description,Program Type,5309 - Capital Program Amt,Program Description,Program Type,5307 - UAF Amt,Program Description,Program Type,Other FTA Funds Amt,Program Description,Program Type,Usdot Grant Amt,Program Description,Program Type,5303 - FTA Metro Planning Amt,Program Description,Program Type,5308 - FTA Cleans Fuels Amt,Program Description,Program Type,5310 - FTA Capital Invest Amt,Program Description,Program Type,5310 - FTA Operating Assit Amt,Program Description,Program Type,5310 - FTA Capital Oper Amt,Program Description,Program Type,Other FTA Amount,Program Description,Program Type,5316 - FTA Job Access Rev Com,Program Description,Program Type,5311 - FTA Capital Invest Amt,Program Description,Program Type,5311 - FTA Operating Assit Amt,Program Description,Program Type,5311 - FTA Capital Oper Amt,Program Description,Program Type,5317 - FTA Capital Invest Amt,Program Description,Program Type,5317 - FTA Operating Assit Amt,Program Description,Program Type,5317 - FTA Capital Oper Amt,Program Description,Program Type,5320 - FTA Park Transit Amt,Program Description,Program Type,5309 - ARRA Guideway Amt,Program Description,Program Type,5309 - ARRA Capital Amt,Program Description,Program Type,5307 - ARRA UAP Amt,Program Description,Program Type,5307 - ARRA Capital Amt,Program Description,Program Type,5311 - ARRA Other UAP Amt,Program Description,Program Type,5311 - ARRA Other Capital Amt,Program Description,Program Type,ARRA Tigger Amt,Program Description,Program Type,ARRA Tiggger Multimod Discre Fund,Program Description,Program Type,Spent on Intercity - ARRA 5311 grants for planning and capital e,Program Description,Program Type,Spent on Capital - ARRA Other than Urbanized Area Formula funds,Program Description,Program Type,Spent on Capital - ARRA TIGGER (Greenhouse Gas and Energy Reduct,Program Description,Program Type,Spent on Capital - ARRA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Capital - FTA Special Needs of Elderly Individuals and,Program Description,Program Type,Spent on Capital - FTA Capital Program funds (§5309),Program Description,Program Type,Spent on Capital - FTA New Freedom Program funds (§5317),Program Description,Program Type,Spent on Capital - FTA Job Access and Reverse Commute Formula Pr,Program Description,Program Type,Spent on Capital - FTA Other than Urbanized Area Formula funds (,Program Description,Program Type,Spent on Capital - FTA Alternative Transportation in Parks and P,Program Description,Program Type,Spent on Capital - FTA Tribal Transit funds (§5311),Program Description,Program Type,Spent on Intercity - 5311 grants for planning and capital expens,Program Description,Program Type,Spent on Capital - Other Federal funds,Program Description,Program Type,Spent on Capital - Other FTA funds,Program Description,Program Type
0018,"210,975",,,,,,,Ben Franklin Transit,WA,5,"Kennewick-Pasco, WA",171,,,48400297,,Other Discretionary Grants,442093080,,Formula-Based,112145929,,Formula-Based,50710188,,Other Discretionary Grants,3660259,,Other Discretionary Grants,1347270,,Formula-Based,1994742,,Other Discretionary Grants,1508564,,Formula-Based,440282,,Formula-Based,118666,,Formula-Based,0,,Other Discretionary Grants,5193064,,Formula-Based,1803058,,Formula-Based,3344558,,Formula-Based,74562,,Formula-Based,1616615,,Formula-Based,470679,,Formula-Based,827320,,Formula-Based,1073809,,Other Discretionary Grants,46391882,,ARRA Funds,37995853,,ARRA Funds,8449590,,ARRA Funds,5866672,,ARRA Funds,890586,,ARRA Funds,306000,,ARRA Funds,5217051,,ARRA Funds,120884,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019,"176,617",,,,,,,Intercity Transit,WA,9,"Olympia-Lacey, WA",195,,,46113348,,Other Discretionary Grants,489633437,,Formula-Based,35875136,,Formula-Based,22847058,,Other Discretionary Grants,25906093,,Other Discretionary Grants,1489894,,Formula-Based,269217,,Other Discretionary Grants,2087003,,Formula-Based,1386732,,Formula-Based,202503,,Formula-Based,0,,Other Discretionary Grants,3056313,,Formula-Based,1476661,,Formula-Based,4756680,,Formula-Based,476348,,Formula-Based,404109,,Formula-Based,632602,,Formula-Based,400151,,Formula-Based,1093045,,Other Discretionary Grants,52028525,,ARRA Funds,147358287,,ARRA Funds,15402280,,ARRA Funds,10908244,,ARRA Funds,1851891,,ARRA Funds,264501,,ARRA Funds,4430634,,ARRA Funds,23381189,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0020,"198,979",,,,,,,Kitsap Transit,WA,9,"Bremerton, WA",180,,,11489473,,Other Discretionary Grants,159471327,,Formula-Based,107645130,,Formula-Based,31523544,,Other Discretionary Grants,30519674,,Other Discretionary Grants,342809,,Formula-Based,1025551,,Other Discretionary Grants,667948,,Formula-Based,987449,,Formula-Based,221582,,Formula-Based,0,,Other Discretionary Grants,1020386,,Formula-Based,1527285,,Formula-Based,1590973,,Formula-Based,720820,,Formula-Based,751660,,Formula-Based,119503,,Formula-Based,420311,,Formula-Based,685984,,Other Discretionary Grants,54265841,,ARRA Funds,98632731,,ARRA Funds,54783224,,ARRA Funds,4992672,,ARRA Funds,845337,,ARRA Funds,290314,,ARRA Funds,757675,,ARRA Funds,22729092,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021,"114,473",,,,,,,Whatcom Transportation Authority,WA,10,"Bellingham, WA",275,,,30338923,,Other Discretionary Grants,191017071,,Formula-Based,130473577,,Formula-Based,13008588,,Other Discretionary Grants,47592275,,Other Discretionary Grants,1744,,Formula-Based,2982827,,Other Discretionary Grants,949199,,Formula-Based,308419,,Formula-Based,152226,,Formula-Based,0,,Other Discretionary Grants,5105796,,Formula-Based,1833893,,Formula-Based,124582,,Formula-Based,463407,,Formula-Based,1809959,,Formula-Based,94645,,Formula-Based,462799,,Formula-Based,437525,,Other Discretionary Grants,1377072,,ARRA Funds,148147907,,ARRA Funds,3053825,,ARRA Funds,10874554,,ARRA Funds,2067233,,ARRA Funds,271620,,ARRA Funds,2108095,,ARRA Funds,1291647,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022,"69,809",,,,,,,City of Pocatello - Pocatello Regional Transit,ID,3,"Pocatello, ID",395,,,57265029,,Other Discretionary Grants,307488516,,Formula-Based,19733269,,Formula-Based,20391567,,Other Discretionary Grants,2323809,,Other Discretionary Grants,1249784,,Formula-Based,3834325,,Other Discretionary Grants,1574762,,Formula-Based,708697,,Formula-Based,5661,,Formula-Based,0,,Other Discretionary Grants,4193149,,Formula-Based,271244,,Formula-Based,905144,,Formula-Based,385771,,Formula-Based,645647,,Formula-Based,254257,,Formula-Based,817350,,Formula-Based,23747,,Other Discretionary Grants,50613073,,ARRA Funds,53508788,,ARRA Funds,144352236,,ARRA Funds,5732361,,ARRA Funds,1065714,,ARRA Funds,70465,,ARRA Funds,3544861,,ARRA Funds,17931183,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0023,"3,059,393",,,,,,,City of Seattle - Seattle Center Monorail Transit,WA,10,"Seattle, WA",14,,,62685339,,Other Discretionary Grants,518173976,,Formula-Based,80260437,,Formula-Based,25126395,,Other Discretionary Grants,46589456,,Other Discretionary Grants,1140802,,Formula-Based,1033714,,Other Discretionary Grants,1299901,,Formula-Based,570097,,Formula-Based,6571,,Formula-Based,0,,Other Discretionary Grants,2443698,,Formula-Based,628463,,Formula-Based,3930216,,Formula-Based,219401,,Formula-Based,1433714,,Formula-Based,1096573,,Formula-Based,777818,,Formula-Based,1453638,,Other Discretionary Grants,13686403,,ARRA Funds,157375154,,ARRA Funds,183909640,,ARRA Funds,4570388,,ARRA Funds,34225,,ARRA Funds,17918,,ARRA Funds,3157993,,ARRA Funds,9217745,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024,"1,849,898",,,,,,,Clark County Public Transportation Benefit Area Authority,WA,0,"Portland, OR-WA",24,,,24775113,,Other Discretionary Grants,299574719,,Formula-Based,226757993,,Formula-Based,44673804,,Other Discretionary Grants,45629134,,Other Discretionary Grants,600013,,Formula-Based,1764054,,Other Discretionary Grants,896563,,Formula-Based,539831,,Formula-Based,148032,,Formula-Based,0,,Other Discretionary Grants,4126968,,Formula-Based,509229,,Formula-Based,593820,,Formula-Based,65726,,Formula-Based,768496,,Formula-Based,744999,,Formula-Based,552767,,Formula-Based,876578,,Other Discretionary Grants,4481004,,ARRA Funds,134298829,,ARRA Funds,181069141,,ARRA Funds,8380873,,ARRA Funds,1522562,,ARRA Funds,26119,,ARRA Funds,1920033,,ARRA Funds,18298839,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0025,"236,632",,,,,,,Salem Area Mass Transit District,OR,9,"Salem, OR",156,,,32282895,,Other Discretionary Grants,160437818,,Formula-Based,204857365,,Formula-Based,2414015,,Other Discretionary Grants,4454918,,Other Discretionary Grants,1608700,,Formula-Based,885212,,Other Discretionary Grants,1553695,,Formula-Based,711636,,Formula-Based,57902,,Formula-Based,0,,Other Discretionary Grants,4703098,,Formula-Based,1909502,,Formula-Based,852696,,Formula-Based,681328,,Formula-Based,664705,,Formula-Based,877848,,Formula-Based,202353,,Formula-Based,321667,,Other Discretionary Grants,8872363,,ARRA Funds,144593376,,ARRA Funds,151099339,,ARRA Funds,5654367,,ARRA Funds,945027,,ARRA Funds,328138,,ARRA Funds,1970407,,ARRA Funds,22370195,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0028,"3,059,393",,,,,,,Pierce County Ferry Operations,WA,10,"Seattle, WA",14,,,61825714,,Other Discretionary Grants,273080043,,Formula-Based,140406788,,Formula-Based,37269490,,Other Discretionary Grants,29342944,,Other Discretionary Grants,231722,,Formula-Based,3166566,,Other Discretionary Grants,1623812,,Formula-Based,209053,,Formula-Based,224492,,Formula-Based,0,,Other Discretionary Grants,429535,,Formula-Based,1114341,,Formula-Based,4547677,,Formula-Based,347791,,Formula-Based,205592,,Formula-Based,1332122,,Formula-Based,690297,,Formula-Based,992415,,Other Discretionary Grants,27615891,,ARRA Funds,72661362,,ARRA Funds,95004743,,ARRA Funds,2457197,,ARRA Funds,660502,,ARRA Funds,330657,,ARRA Funds,1007195,,ARRA Funds,20134749,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0029,"3,059,393",,,,,,,Snohomish County Public Transportation Benefit Area Corporation,WA,5,"Seattle, WA",14,,,40513776,,Other Discretionary Grants,210915608,,Formula-Based,98721522,,Formula-Based,16775443,,Other Discretionary Grants,6834804,,Other Discretionary Grants,1794834,,Formula-Based,179023,,Other Discretionary Grants,1007334,,Formula-Based,1347709,,Formula-Based,92878,,Formula-Based,0,,Other Discretionary Grants,2589090,,Formula-Based,564996,,Formula-Based,3421186,,Formula-Based,354873,,Formula-Based,472508,,Formula-Based,1337533,,Formula-Based,95677,,Formula-Based,1027795,,Other Discretionary Grants,16655674,,ARRA Funds,176710510,,ARRA Funds,127929960,,ARRA Funds,7956315,,ARRA Funds,243692,,ARRA Funds,272324,,ARRA Funds,2919437,,ARRA Funds,18688016,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0034,"154,081",,,,,,,Rogue Valley Transportation District,OR,9,"Medford, OR",213,,,11079358,,Other Discretionary Grants,265408609,,Formula-Based,194649130,,Formula-Based,4750617,,Other Discretionary Grants,3604148,,Other Discretionary Grants,1309973,,Formula-Based,3113297,,Other Discretionary Grants,1887063,,Formula-Based,921887,,Formula-Based,210108,,Formula-Based,0,,Other Discretionary Grants,2168571,,Formula-Based,1183758,,Formula-Based,1624575,,Formula-Based,651708,,Formula-Based,1287101,,Formula-Based,1180096,,Formula-Based,81367,,Formula-Based,697890,,Other Discretionary Grants,50881332,,ARRA Funds,140879439,,ARRA Funds,113236563,,ARRA Funds,196456,,ARRA Funds,1758031,,ARRA Funds,28747,,ARRA Funds,5220906,,ARRA Funds,19753132,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035,"3,059,393",,,,,,,Washington State Ferries,WA,2,"Seattle, WA",14,,,61005421,,Other Discretionary Grants,70638195,,Formula-Based,260964456,,Formula-Based,9498277,,Other Discretionary Grants,35005867,,Other Discretionary Grants,1862589,,Formula-Based,2931887,,Other Discretionary Grants,1481482,,Formula-Based,700908,,Formula-Based,88240,,Formula-Based,0,,Other Discretionary Grants,794722,,Formula-Based,814258,,Formula-Based,3735851,,Formula-Based,665176,,Formula-Based,1151153,,Formula-Based,582449,,Formula-Based,702646,,Formula-Based,704969,,Other Discretionary Grants,34209010,,ARRA Funds,180744510,,ARRA Funds,997733,,ARRA Funds,12148087,,ARRA Funds,592803,,ARRA Funds,79201,,ARRA Funds,3763339,,ARRA Funds,13786190,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040,"3,059,393",,,,,,,Central Puget Sound Regional Transit Authority,WA,7,"Seattle, WA",14,,,12066005,,Other Discretionary Grants,333892637,,Formula-Based,116020598,,Formula-Based,28987434,,Other Discretionary Grants,34581069,,Other Discretionary Grants,619774,,Formula-Based,662513,,Other Discretionary Grants,453790,,Formula-Based,322957,,Formula-Based,185550,,Formula-Based,0,,Other Discretionary Grants,5217548,,Formula-Based,283214,,Formula-Based,1392648,,Formula-Based,161921,,Formula-Based,62624,,Formula-Based,656321,,Formula-Based,237911,,Formula-Based,116627,,Other Discretionary Grants,18592600,,ARRA Funds,153447606,,ARRA Funds,143236363,,ARRA Funds,2279148,,ARRA Funds,1189858,,ARRA Funds,252236,,ARRA Funds,4393697,,ARRA Funds,4306472,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0041,"251,243",,,,,,,Alaska Railroad Corporation,AK,10,"Anchorage, AK",149,,,52794199,,Other Discretionary Grants,65933209,,Formula-Based,161486523,,Formula-Based,41967455,,Other Discretionary Grants,50445156,,Other Discretionary Grants,209646,,Formula-Based,115062,,Other Discretionary Grants,495983,,Formula-Based,501803,,Formula-Based,102619,,Formula-Based,0,,Other Discretionary Grants,1915029,,Formula-Based,534669,,Formula-Based,651525,,Formula-Based,139019,,Formula-Based,464498,,Formula-Based,929175,,Formula-Based,109068,,Formula-Based,96376,,Other Discretionary Grants,25197991,,ARRA Funds,51158629,,ARRA Funds,81603562,,ARRA Funds,2425046,,ARRA Funds,1843580,,ARRA Funds,17634,,ARRA Funds,5227510,,ARRA Funds,6048885,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0042,"90,733",,,,,,,Targhee Regional Public Transit Authority,ID,9,"Idaho Falls, ID",321,,,34477650,,Other Discretionary Grants,178372226,,Formula-Based,227259207,,Formula-Based,23588240,,Other Discretionary Grants,30792387,,Other Discretionary Grants,800433,,Formula-Based,1192511,,Other Discretionary Grants,1138085,,Formula-Based,545088,,Formula-Based,226087,,Formula-Based,0,,Other Discretionary Grants,3620302,,Formula-Based,610475,,Formula-Based,2359493,,Formula-Based,752467,,Formula-Based,7032,,Formula-Based,1405977,,Formula-Based,743449,,Formula-Based,1305164,,Other Discretionary Grants,41921993,,ARRA Funds,101506157,,ARRA Funds,190117387,,ARRA Funds,3418795,,ARRA Funds,1989220,,ARRA Funds,249020,,ARRA Funds,3233535,,ARRA Funds,11837510,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Other Discretionary Grants,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Formula-Based,,,Other Discretionary Grants,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,ARRA Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
